"Date(UTC)","UnixTimeStamp","Value"
"10/29/2015","1446076800","7836"
"10/30/2015","1446163200","7941"
"10/31/2015","1446249600","7557"
"11/1/2015","1446336000","6915"
"11/2/2015","1446422400","6558"
"11/3/2015","1446508800","7399"
"11/4/2015","1446595200","7037"
"11/5/2015","1446681600","7498"
"11/6/2015","1446768000","7882"
"11/7/2015","1446854400","10996"
"11/8/2015","1446940800","12413"
"11/9/2015","1447027200","7689"
"11/10/2015","1447113600","8151"
"11/11/2015","1447200000","10217"
"11/12/2015","1447286400","9534"
"11/13/2015","1447372800","7891"
"11/14/2015","1447459200","7211"
"11/15/2015","1447545600","7170"
"11/16/2015","1447632000","7442"
"11/17/2015","1447718400","7145"
"11/18/2015","1447804800","7373"
"11/19/2015","1447891200","8876"
"11/20/2015","1447977600","6348"
"11/21/2015","1448064000","6822"
"11/22/2015","1448150400","7083"
"11/23/2015","1448236800","8260"
"11/24/2015","1448323200","7152"
"11/25/2015","1448409600","7098"
"11/26/2015","1448496000","7278"
"11/27/2015","1448582400","6639"
"11/28/2015","1448668800","6817"
"11/29/2015","1448755200","6853"
"11/30/2015","1448841600","8986"
"12/1/2015","1448928000","6794"
"12/2/2015","1449014400","6502"
"12/3/2015","1449100800","6971"
"12/4/2015","1449187200","6898"
"12/5/2015","1449273600","6784"
"12/6/2015","1449360000","9103"
"12/7/2015","1449446400","7141"
"12/8/2015","1449532800","6697"
"12/9/2015","1449619200","7001"
"12/10/2015","1449705600","7444"
"12/11/2015","1449792000","8105"
"12/12/2015","1449878400","8205"
"12/13/2015","1449964800","7426"
"12/14/2015","1450051200","15550"
"12/15/2015","1450137600","21098"
"12/16/2015","1450224000","10304"
"12/17/2015","1450310400","9612"
"12/18/2015","1450396800","9032"
"12/19/2015","1450483200","9314"
"12/20/2015","1450569600","9879"
"12/21/2015","1450656000","12063"
"12/22/2015","1450742400","21027"
"12/23/2015","1450828800","22740"
"12/24/2015","1450915200","13494"
"12/25/2015","1451001600","9521"
"12/26/2015","1451088000","10726"
"12/27/2015","1451174400","21867"
"12/28/2015","1451260800","12368"
"12/29/2015","1451347200","11358"
"12/30/2015","1451433600","21767"
"12/31/2015","1451520000","10301"
"1/1/2016","1451606400","8233"
"1/2/2016","1451692800","9164"
"1/3/2016","1451779200","9258"
"1/4/2016","1451865600","9474"
"1/5/2016","1451952000","16430"
"1/6/2016","1452038400","17074"
"1/7/2016","1452124800","22075"
"1/8/2016","1452211200","10919"
"1/9/2016","1452297600","11793"
"1/10/2016","1452384000","10320"
"1/11/2016","1452470400","10893"
"1/12/2016","1452556800","10862"
"1/13/2016","1452643200","17665"
"1/14/2016","1452729600","10653"
"1/15/2016","1452816000","9875"
"1/16/2016","1452902400","10664"
"1/17/2016","1452988800","9747"
"1/18/2016","1453075200","12916"
"1/19/2016","1453161600","13420"
"1/20/2016","1453248000","10610"
"1/21/2016","1453334400","10734"
"1/22/2016","1453420800","13848"
"1/23/2016","1453507200","11025"
"1/24/2016","1453593600","12798"
"1/25/2016","1453680000","17121"
"1/26/2016","1453766400","16511"
"1/27/2016","1453852800","18747"
